ÉQUIPEMENT,ORGANISATION,ANNÉE FRABRIQUÉ ,QUANTITÉ,,,,,
FAGUY LIGHTING TRAILER,L'AVIATION ROYALE CANADIENNE,1987,1,,,,,
FINDLAY IRVINE RUNWAY,L'AVIATION ROYALE CANADIENNE,1996,4,,,,,
FINDLAY IRVINE RUNWAY,L'AVIATION ROYALE CANADIENNE,2011,9,,,,,
FIREFIGHTING PUMPER TRUCK 50FT,L'AVIATION ROYALE CANADIENNE,Inconnu,1,,,,,
FIREFIGHTING RANGE TRUCK,L'AVIATION ROYALE CANADIENNE,Inconnu,3,,,,,
FIREFIGHTING TRAILER,L'AVIATION ROYALE CANADIENNE,2004,1,,,,,
FIREFIGHTING TRUCK VAN 4X4,L'AVIATION ROYALE CANADIENNE,2012,4,,,,,
FLAT-BED TRAILER 4000KG 7.5M,L'AVIATION ROYALE CANADIENNE,2017,1,,,,,
FLAT-BED TRAILER 500KG 7.3 M,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
FLAT-DECK TRAILER 6X9,L'AVIATION ROYALE CANADIENNE,1988,1,,,,,
FMC CORP UNIVERSAL CARGO TRUCK,L'AVIATION ROYALE CANADIENNE,1993,6,,,,,
FMC CORP WHLD TRACTOR,L'AVIATION ROYALE CANADIENNE,1999,1,,,,,
FMC JETLINE WHLD TRACTOR,L'AVIATION ROYALE CANADIENNE,2008,2,,,,,
FMC TANK AIRCRAFT DEICER,L'AVIATION ROYALE CANADIENNE,2001,4,,,,,
FMC UN/LOAD CARGO TRUCK,L'AVIATION ROYALE CANADIENNE,2008,4,,,,,
FORD AIRCRAFT STAIRCASE TRUCK,L'AVIATION ROYALE CANADIENNE,2006,2,,,,,
FORD AMBULANCE,L'AVIATION ROYALE CANADIENNE,2000,1,,,,,
FORD AMBULANCE,L'AVIATION ROYALE CANADIENNE,2002,1,,,,,
FORD AMBULANCE,L'AVIATION ROYALE CANADIENNE,2004,1,,,,,
FORD AMBULANCE,L'AVIATION ROYALE CANADIENNE,2005,4,,,,,
FORD AMBULANCE,L'AVIATION ROYALE CANADIENNE,2009,2,,,,,
FORD AMBULANCE 4X4,L'AVIATION ROYALE CANADIENNE,2005,3,,,,,
FORD BUS 18 PAX,L'AVIATION ROYALE CANADIENNE,2005,2,,,,,
FORD BUS 21 PAX,L'AVIATION ROYALE CANADIENNE,2005,1,,,,,
FORD BUS 21 PAX,L'AVIATION ROYALE CANADIENNE,2006,2,,,,,
FORD CARGO CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2016,1,,,,,
FORD CARGO CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2017,6,,,,,
FORD CARGO EXTENDED BODY VAN,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD CARGO PICKUP 1T 4X2,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD CARGO PICKUP 1T 4X2,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
FORD CARGO PICKUP 1T 4X4,L'AVIATION ROYALE CANADIENNE,2014,4,,,,,
FORD CARGO PICKUP 1T 4X4,L'AVIATION ROYALE CANADIENNE,2016,28,,,,,
FORD CARGO TRUCK,L'AVIATION ROYALE CANADIENNE,2008,1,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2002,1,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2003,1,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2005,2,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2006,2,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2007,3,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2008,5,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2008,23,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2009,2,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2010,3,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2011,9,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2012,2,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
FORD CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2016,69,,,,,
FORD CARGO TRUCK 1 3/4T,L'AVIATION ROYALE CANADIENNE,2017,2,,,,,
FORD CARGO TRUCK 1/2T,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
FORD CARGO TRUCK 1/2T,L'AVIATION ROYALE CANADIENNE,2017,2,,,,,
FORD CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2007,4,,,,,
FORD CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2008,11,,,,,
FORD CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
FORD CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2010,1,,,,,
FORD CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2014,5,,,,,
FORD CARGO TRUCK 3/4T,L'AVIATION ROYALE CANADIENNE,2009,3,,,,,
FORD CARGO TRUCK 4X4,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
FORD CARGO VAN,L'AVIATION ROYALE CANADIENNE,2011,1,,,,,
FORD CARRY-ALL TRUCK 8 PAX,L'AVIATION ROYALE CANADIENNE,2011,13,,,,,
FORD CARRY-ALL VAN 8 PAX,L'AVIATION ROYALE CANADIENNE,2012,16,,,,,
FORD CARRY-ALL VAN 8 PAX,L'AVIATION ROYALE CANADIENNE,2013,14,,,,,
FORD CARRY-ALL VAN 8 PAX,L'AVIATION ROYALE CANADIENNE,2014,11,,,,,
FORD C-MAX STATION WAGON HYBRID,L'AVIATION ROYALE CANADIENNE,2016,6,,,,,
FORD CREW CAB CARGO PICKUP 1 1/2 T,L'AVIATION ROYALE CANADIENNE,2016,10,,,,,
FORD CREW CAB PICKUP 1 1/2T 4X2,L'AVIATION ROYALE CANADIENNE,2011,12,,,,,
FORD CREW CAB PICKUP 1 1/2T 4X2,L'AVIATION ROYALE CANADIENNE,2012,13,,,,,
FORD CREW CAB PICKUP 1 1/2T 4X2,L'AVIATION ROYALE CANADIENNE,2014,13,,,,,
FORD CREW CAB PICKUP 1 1/2T 4X2,L'AVIATION ROYALE CANADIENNE,2017,20,,,,,
FORD CREW CAB PICKUP 4X2,L'AVIATION ROYALE CANADIENNE,2017,14,,,,,
FORD CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2008,1,,,,,
FORD CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2015,6,,,,,
FORD CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2016,34,,,,,
FORD CREW CAB TRUCK 4X4,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
FORD CREW CAB TRUCK 4X4,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
FORD CROWN VIC AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
FORD CROWN VIC AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
FORD CROWN VIC AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2011,1,,,,,
FORD DIESEL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2014,11,,,,,
FORD DIESEL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2015,8,,,,,
FORD DIESEL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2016,3,,,,,
FORD DIESEL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2017,1,,,,,
FORD DIESEL PICKUP,L'AVIATION ROYALE CANADIENNE,2014,3,,,,,
FORD DUAL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2014,5,,,,,
FORD DUAL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2015,3,,,,,
FORD DUAL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2016,9,,,,,
FORD DUAL CREW CAB PICKUP 4X4,L'AVIATION ROYALE CANADIENNE,2017,5,,,,,
FORD DUMP TRUCK 3T,L'AVIATION ROYALE CANADIENNE,2003,1,,,,,
FORD DUMP TRUCK 3T,L'AVIATION ROYALE CANADIENNE,2009,2,,,,,
FORD ECONOLINE CARGO VAN,L'AVIATION ROYALE CANADIENNE,2011,4,,,,,
FORD ECONOLINE CARRY-ALL TRUCK,L'AVIATION ROYALE CANADIENNE,2006,1,,,,,
FORD ECONOLINE CARRY-ALL TRUCK,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
FORD ECONOLINE PANEL TRUCK,L'AVIATION ROYALE CANADIENNE,2006,5,,,,,
FORD ECONOLINE PANEL TRUCK,L'AVIATION ROYALE CANADIENNE,2008,9,,,,,
FORD ECONOLINE TRUCK,L'AVIATION ROYALE CANADIENNE,2010,1,,,,,
FORD EDGE CROSSOVER SUV,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD EDGE STATION WAGON,L'AVIATION ROYALE CANADIENNE,2011,4,,,,,
FORD ESCAPE HYBRID SUV,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
FORD ESCAPE SUV 1/4T 4X4,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD ESCAPE SUV 1/4T 4X4,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
FORD EXPEDITION CARRY-ALL TRUCK,L'AVIATION ROYALE CANADIENNE,2011,2,,,,,
FORD EXPEDITION SUV,L'AVIATION ROYALE CANADIENNE,2009,2,,,,,
FORD EXPEDITION SUV 1/2T,L'AVIATION ROYALE CANADIENNE,2016,4,,,,,
FORD EXPEDITION SUV 1/2T 5 PAX,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD EXPEDITION SUV 3/4T,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
FORD EXPEDITION SUV 3/4T,L'AVIATION ROYALE CANADIENNE,2016,1,,,,,
FORD EXPEDITION SUV 3/4T,L'AVIATION ROYALE CANADIENNE,2017,1,,,,,
FORD EXPLORER POLICE 4X4,L'AVIATION ROYALE CANADIENNE,2013,7,,,,,
FORD EXPLORER POLICE 4X4,L'AVIATION ROYALE CANADIENNE,2014,5,,,,,
FORD EXPLORER POLICE 4X4,L'AVIATION ROYALE CANADIENNE,2015,5,,,,,
FORD EXPLORER POLICE 4X4,L'AVIATION ROYALE CANADIENNE,2016,1,,,,,
FORD EXPLORER SUV 1/2T 4X2,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
FORD EXPLORER SUV 1/2T 4X2,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
FORD EXPLORER SUV 1/2T 4X4,L'AVIATION ROYALE CANADIENNE,2017,8,,,,,
FORD EXPLORER UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2008,2,,,,,
FORD EXPLORER UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2010,1,,,,,
FORD EXTENDED BODY CARGO VAN,L'AVIATION ROYALE CANADIENNE,2012,4,,,,,
FORD EXTENDED BODY CARGO VAN,L'AVIATION ROYALE CANADIENNE,2013,6,,,,,
FORD EXTENDED BODY PANEL TRUCK 11/2T,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
FORD EXTENDED CAB 4X4 5 PAX,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
FORD EXTENDED CAB 4X4 5 PAX,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
FORD EXTENDED CAB 4X4 5 PAX,L'AVIATION ROYALE CANADIENNE,2016,2,,,,,
FORD EXTENDED CAB PICKUP 1/2T 4X4,L'AVIATION ROYALE CANADIENNE,2012,6,,,,,
FORD EXTENDED CAB PICKUP 1/2T 4X4,L'AVIATION ROYALE CANADIENNE,2014,3,,,,,
FORD EXTENDED CAB PICKUP 4X2,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
FORD EXTENDED CAB PICKUP 4X2,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
FORD EXTENDED CAB PICKUP 4X2,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
FORD FLAT-BED TRUCK 2.5T 4X4,L'AVIATION ROYALE CANADIENNE,2015,3,,,,,
FORD FLAT-BED TRUCK 5T 4X4,L'AVIATION ROYALE CANADIENNE,2015,2,,,,,
FORD FLAT-DECK TRUCK 7T,L'AVIATION ROYALE CANADIENNE,1998,1,,,,,
FORD FOCUS AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2014,3,,,,,
FORD FREESTAR CARRY-ALL TRUCK,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
FORD FREESTAR PANEL TRUCK,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
FORD FUSION AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2011,6,,,,,
FORD FUSION AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2012,3,,,,,
FORD FUSION AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
FORD FUSION HYBRID,L'AVIATION ROYALE CANADIENNE,2014,3,,,,,
FORD FUSION HYBRID,L'AVIATION ROYALE CANADIENNE,2016,2,,,,,
FORD MARQUIS AUTO SEDAN,L'AVIATION ROYALE CANADIENNE,2009,3,,,,,
FORD PANEL TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2009,12,,,,,
FORD PANEL TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,2014,3,,,,,
FORD PICKUP,L'AVIATION ROYALE CANADIENNE,2006,1,,,,,
FORD PICKUP 1 3/4T 4X4,L'AVIATION ROYALE CANADIENNE,2012,3,,,,,
FORD STAKE TRUCK 3T,L'AVIATION ROYALE CANADIENNE,2002,1,,,,,
FORD TANK TRUCK,L'AVIATION ROYALE CANADIENNE,1997,3,,,,,
FORD TAURUS POLICE INTERCEPTOR,L'AVIATION ROYALE CANADIENNE,2013,7,,,,,
FORD TAURUS POLICE INTERCEPTOR,L'AVIATION ROYALE CANADIENNE,2014,5,,,,,
FORD TAURUS POLICE INTERCEPTOR,L'AVIATION ROYALE CANADIENNE,2016,1,,,,,
FORD TAURUS STATION WAGON,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
FORD TRACTOR 5T,L'AVIATION ROYALE CANADIENNE,1995,2,,,,,
FORD TRANSIT CARGO VAN,L'AVIATION ROYALE CANADIENNE,2016,51,,,,,
FORD TRANSIT CARGO VAN,L'AVIATION ROYALE CANADIENNE,2017,6,,,,,
FORD TRANSIT CARRY-ALL VAN 15 PAX,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,L'AVIATION ROYALE CANADIENNE,2015,4,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,L'AVIATION ROYALE CANADIENNE,2016,20,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,L'AVIATION ROYALE CANADIENNE,2017,41,,,,,
FORD TRANSIT EXTENDED CARGO VAN,L'AVIATION ROYALE CANADIENNE,2016,5,,,,,
FORD TRUCK STAIRCASE,L'AVIATION ROYALE CANADIENNE,1994,1,,,,,
FORD TRUCK VAN 1 1/2T,L'AVIATION ROYALE CANADIENNE,1989,7,,,,,
FORD TRUCK VAN 3T,L'AVIATION ROYALE CANADIENNE,2002,1,,,,,
FOREMOST CARGO TRANSPORTER,L'AVIATION ROYALE CANADIENNE,1987,1,,,,,
FOREMOST CARGO TRANSPORTER,L'AVIATION ROYALE CANADIENNE,2015,2,,,,,
FOREST RIVER TRAILER,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
FOREST RIVER TRAILER 1500KG 5.5M,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
FOREST RIVER TRAILER 2000KG,L'AVIATION ROYALE CANADIENNE,2017,1,,,,,
FOREST RIVER TRAILER VAN 1500KG,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
FOREST RIVER TRAILER VAN 2000KG,L'AVIATION ROYALE CANADIENNE,2008,1,,,,,
FOREST RIVER TRAILER VAN 2000KG,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
FORKLIFT TRUCK 10000 LBS,L'AVIATION ROYALE CANADIENNE,2013,5,,,,,
FORKLIFT TRUCK 4500KG,L'AVIATION ROYALE CANADIENNE,2010,1,,,,,
FREIGHTLINER DUMP SPREADER,L'AVIATION ROYALE CANADIENNE,2015,3,,,,,
FREIGHTLINER DUMP TRUCK,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
FRIESEN BOBCAT 1000KG,L'AVIATION ROYALE CANADIENNE,2010,1,,,,,
FRIGHTLINER W/CRANE TRUCK,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
FRUEHAUF FLEETFLYER SEMI-TRAILER,L'AVIATION ROYALE CANADIENNE,2001,1,,,,,
GDC 712575 TRAILER VAN 4T,L'AVIATION ROYALE CANADIENNE,2003,2,,,,,
GE CECOM GENERATOR,L'AVIATION ROYALE CANADIENNE,2003,12,,,,,
GE CECOM GENERATOR,L'AVIATION ROYALE CANADIENNE,2008,1,,,,,
GENIE LIFT PLATFORM TRUCK,L'AVIATION ROYALE CANADIENNE,1998,1,,,,,
GENIE LIFT PLATFORM TRUCK,L'AVIATION ROYALE CANADIENNE,2005,1,,,,,
GENIE SCISSOR LIFT,L'AVIATION ROYALE CANADIENNE,2005,1,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2003,1,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2004,1,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2005,4,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2014,3,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2015,6,,,,,
GENIE SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2016,2,,,,,
GLAVAL BUS 36 PAX,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
GLAVAL COMMUTER BUS 40-45 PAX,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
GLAVAL COMMUTER BUS 40-45 PAX,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
GLAVAL LEGACY BUS,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
GLAVAL LEGACY BUS 21 PAX,L'AVIATION ROYALE CANADIENNE,2017,5,,,,,
GLAVEL BUS MOTOR 16-28 PAX,L'AVIATION ROYALE CANADIENNE,2012,2,,,,,
GLAVEL LEGACY BUS 18 PAX,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
GMC ACADIA CARRY-ALL VAN 6/8 PAX,L'AVIATION ROYALE CANADIENNE,2017,9,,,,,
GMC CARGO TRUCK 1 1/2T,L'AVIATION ROYALE CANADIENNE,1997,1,,,,,
GMC CARGO TRUCK 1T,L'AVIATION ROYALE CANADIENNE,2001,2,,,,,
GMC FLAT-BED TRUCK,L'AVIATION ROYALE CANADIENNE,1992,1,,,,,
GMC SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
GMC SERVICING PLATFORM,L'AVIATION ROYALE CANADIENNE,2008,2,,,,,
GMC TRUCK,L'AVIATION ROYALE CANADIENNE,1994,2,,,,,
GMC TRUCK 5T 4X4,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
GMC UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2003,14,,,,,
GMC WRECKER TRUCK 5T,L'AVIATION ROYALE CANADIENNE,2002,1,,,,,
GMC YUKON HYBRID 4X4 1/2T,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
GMC YUKON TRUCK 1/2T 4X4,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
GROUND HANDLING TRAILER,L'AVIATION ROYALE CANADIENNE,2012,3,,,,,
GROVE HYDRAULIC CRANE,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
HAAGLUND SONER CARRIER,L'AVIATION ROYALE CANADIENNE,1988,1,,,,,
HAAGLUND SONER CARRIER,L'AVIATION ROYALE CANADIENNE,1990,1,,,,,
HAAGLUND SONER CARRIER,L'AVIATION ROYALE CANADIENNE,1993,8,,,,,
HAULMARK TRAILER VAN,L'AVIATION ROYALE CANADIENNE,2008,1,,,,,
HAULMARK TRAILER VAN,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
HIGHLINER BOAT TRAILER,L'AVIATION ROYALE CANADIENNE,2008,5,,,,,
HIGHLINER BOAT TRAILER 1000KG,L'AVIATION ROYALE CANADIENNE,2016,1,,,,,
HIGHLINER BOAT TRAILER 1000KG 5.5 M,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
HIGHLINER BOAT TRAILER 1500KG 6M,L'AVIATION ROYALE CANADIENNE,2003,1,,,,,
HIGHLINER BOAT TRAILER 2000K 6GM,L'AVIATION ROYALE CANADIENNE,2008,1,,,,,
HIGHLINER BOAT TRAILER 3500K,L'AVIATION ROYALE CANADIENNE,2016,1,,,,,
HIGHLINER BOAT TRAILER 3500K 7.5M,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
HITACHI WHLD EXCAVATOR 4X4,L'AVIATION ROYALE CANADIENNE,2011,4,,,,,
HI-TECH INDUSTRIAL TRAILER VAN,L'AVIATION ROYALE CANADIENNE,2003,2,,,,,
HI-TECH INDUSTRIAL TRAILER VAN,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
HI-TECH TRAILER VAN 1500KG,L'AVIATION ROYALE CANADIENNE,1997,2,,,,,
HOLLAND AERO TECH TRAILER VAN,L'AVIATION ROYALE CANADIENNE,1994,1,,,,,
HONDA CIVIC SEDAN,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
HOVEY SHELTER 12-FT,L'AVIATION ROYALE CANADIENNE,1984,1,,,,,
HYDRAULICS INTERNATIONAL TRUCK LIFT,L'AVIATION ROYALE CANADIENNE,2006,6,,,,,
HYDRAULICS INTERNATIONAL TRUCK LIFT,L'AVIATION ROYALE CANADIENNE,2008,2,,,,,
HYSTER FORKLIFT,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
HYSTER FORKLIFT 3000 LBS,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
HYSTER FORKLIFT 3000 LBS,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
HYSTER FORKLIFT 4000 LBS,L'AVIATION ROYALE CANADIENNE,2013,2,,,,,
HYSTER FORKLIFT 5000 LBS,L'AVIATION ROYALE CANADIENNE,2014,6,,,,,
HYSTER FORKLIFT 5000KG 4X2,L'AVIATION ROYALE CANADIENNE,2012,2,,,,,
HYSTER FORKLIFT 6000 LBS,L'AVIATION ROYALE CANADIENNE,2013,2,,,,,
HYSTER PALLET JACK 6000 LBS,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
HYSTER SWING FORKLIFT,L'AVIATION ROYALE CANADIENNE,2005,2,,,,,
HYUNDAI SONATA HYBRID,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
IDEAL CARGO TRAILER,L'AVIATION ROYALE CANADIENNE,2008,3,,,,,
IDEAL CARGO TRAILER,L'AVIATION ROYALE CANADIENNE,2009,3,,,,,
IDEAL CARGO TRAILER 3000KG,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
IDEAL VAN TRAILER,L'AVIATION ROYALE CANADIENNE,2011,1,,,,,
INGERSOLL RAND LIGHTING TOWER TRAILER,L'AVIATION ROYALE CANADIENNE,1989,1,,,,,
INTERNATIONAL FLAT-BED TRUCK,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
INTERNATIONAL FLAT-BED TRUCK,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
INTERNATIONAL MOTORIZED BUS,L'AVIATION ROYALE CANADIENNE,2009,4,,,,,
INTERNATIONAL PROSTAR TRACTOR,L'AVIATION ROYALE CANADIENNE,2010,2,,,,,
INTERNATIONAL SERVICING TRUCK,L'AVIATION ROYALE CANADIENNE,2010,2,,,,,
INTERNATIONAL SERVICING TRUCK,L'AVIATION ROYALE CANADIENNE,2011,5,,,,,
INTERNATIONAL TRACTOR 70T,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
INTERNATIONAL TRACTOR 70T,L'AVIATION ROYALE CANADIENNE,2016,6,,,,,
INTERNATIONAL TRUCK,L'AVIATION ROYALE CANADIENNE,2006,2,,,,,
INTERNATIONAL TRUCK,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
INTERNATIONAL TRUCK 4X2,L'AVIATION ROYALE CANADIENNE,2009,2,,,,,
INTERNATIONAL TRUCK 4X2 35000 LBS,L'AVIATION ROYALE CANADIENNE,2013,1,,,,,
INTERNATIONAL TRUCK 6X4,L'AVIATION ROYALE CANADIENNE,2000,2,,,,,
INTERNATIONAL TRUCK VAN 3T,L'AVIATION ROYALE CANADIENNE,2014,2,,,,,
INTERNATIONAL TRUCK VAN 5T,L'AVIATION ROYALE CANADIENNE,2014,8,,,,,
J&L CARGO TRAILER,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
JCB SKID STEER LOADER,L'AVIATION ROYALE CANADIENNE,2007,1,,,,,
JDJ TRAILER,L'AVIATION ROYALE CANADIENNE,2005,1,,,,,
JDJ W/GENERATOR 60KW TRAILER,L'AVIATION ROYALE CANADIENNE,2011,1,,,,,
JEEP GR CHEROKEE LAREDO TRUCK 4X4,L'AVIATION ROYALE CANADIENNE,2012,2,,,,,
JEEP GR CHEROKEE LAREDO TRUCK 4X4,L'AVIATION ROYALE CANADIENNE,2014,1,,,,,
JEEP GR CHEROKEE OVERLAND TRUCK,L'AVIATION ROYALE CANADIENNE,2015,1,,,,,
JEEP GR CHEROKEE UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2006,2,,,,,
JEEP GR CHEROKEE UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2008,2,,,,,
JEEP GR CHEROKEE UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2012,1,,,,,
JEEP LIBERTY UTILITY TRUCK,L'AVIATION ROYALE CANADIENNE,2009,1,,,,,
JEEP PATRIOT NORTH TRUCK 4X4,L'AVIATION ROYALE CANADIENNE,2015,4,,,,,
JELANO TRAILER VAN 2500KG 6 M,L'AVIATION ROYALE CANADIENNE,2017,1,,,,,
JI CASE EXCAVATOR,L'AVIATION ROYALE CANADIENNE,1990,2,,,,,
JI CASE FORKLIFT,L'AVIATION ROYALE CANADIENNE,2003,2,,,,,
JI CASE SCOOP LOADER,L'AVIATION ROYALE CANADIENNE,1999,1,,,,,
JI CASE SCOOP LOADER,L'AVIATION ROYALE CANADIENNE,2002,1,,,,,
JI CASE SCOOP LOADER,L'AVIATION ROYALE CANADIENNE,2003,6,,,,,
JI CASE SCOOP LOADER,L'AVIATION ROYALE CANADIENNE,2009,2,,,,,
JI CASE SUPER TRACTOR,L'AVIATION ROYALE CANADIENNE,1997,2,,,,,
JI CASE SUPER TRACTOR,L'AVIATION ROYALE CANADIENNE,2003,1,,,,,
JI CASE SUPER TRACTOR,L'AVIATION ROYALE CANADIENNE,2006,1,,,,,
